,ObjectID,GlobalID,consent,genero,bairro,bairro_outro,is_fisher,arte,arte_outra,arte_princip,familia_pesc,switch,familia_groupos,familia_artes_count,prod,prod_outra,prod_count,prod_list,prod_ordered,CreationDate,Creator,EditDate,Editor,Apontamentos,ccp,x,y,gleaner,fisher
312,313,a9b55dd4-bd7a-434f-abcc-c1251e85ffba,sim,homen,chamane,,sim,linha,,linha,nao,,,0,"2_mavionho,3_salani,1_mihili",,3,"2_mavionho,3_salani,1_mihili","2_mavionho,1_mihili,3_salani",10/6/2022 1:02:59 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44722667,-23.87586644,no,yes
313,314,8260819c-68a1-4d05-91ec-8609b67c4192,sim,homen,muele_3,,sim,linha,,linha,nao,,,0,"2_mavionho,3_salani,4_dzipata,6_sigulula",,4,"2_mavionho,3_salani,4_dzipata,6_sigulula","3_salani,2_mavionho,6_sigulula,4_dzipata",10/6/2022 1:03:00 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44711599,-23.87608781,no,yes
314,315,34b2e339-c4a6-4034-8b57-d289e8bd3716,sim,homen,chamane,,sim,linha,,linha,nao,,,0,"1_mihili,2_mavionho,5_dzipata",,3,"1_mihili,2_mavionho,5_dzipata","2_mavionho,1_mihili,5_dzipata",10/6/2022 1:03:01 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44712617,-23.87595428,no,yes
315,316,d504aa55-c854-4c39-a324-aba7f35ee066,sim,homen,chamane,,sim,linha,,linha,sim,,homens_adultos,1,"3_salani,6_sigulula,5_dzipata,4_dzipata,2_mavionho",,5,"3_salani,6_sigulula,5_dzipata,4_dzipata,2_mavionho","3_salani,2_mavionho,6_sigulula,4_dzipata,5_dzipata",10/6/2022 1:03:03 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44708632,-23.87606799,no,yes
316,317,72179c48-369d-4c07-a0f7-3b912d31557c,sim,homen,chamane,,sim,"rec,linha,rede_emalhar,tarrafa",,"rede_emalhar,rec,tarrafa,linha",sim,,homens_adultos,1,"2_mavionho,28_nharongue,8_tendre,4_dzipata,6_sigulula,56_mavandzi,50_dzindrolo,51_gingave,52_gihologo",,9,"2_mavionho,28_nharongue,8_tendre,4_dzipata,6_sigulula,56_mavandzi,50_dzindrolo,51_gingave,52_gihologo","2_mavionho,56_mavandzi,52_gihologo,28_nharongue,6_sigulula,50_dzindrolo,8_tendre,4_dzipata,51_gingave",10/6/2022 1:03:04 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44144023,-23.87915614,no,yes
317,318,f92bbb01-26e6-49af-98c6-9f56dea31129,sim,homen,chamane,,sim,"rede_emalhar,tarrafa",,"rede_emalhar,tarrafa",sim,,"mulheres_adultos,meninas",2,"3_salani,6_sigulula,5_dzipata,4_dzipata,1_mihili,60_matewo,56_mavandzi,2_mavionho",,8,"3_salani,6_sigulula,5_dzipata,4_dzipata,1_mihili,60_matewo,56_mavandzi,2_mavionho","1_mihili,3_salani,6_sigulula,4_dzipata,5_dzipata,56_mavandzi,60_matewo,2_mavionho",10/6/2022 1:03:05 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44115925,-23.87662918,no,yes
318,319,c5084144-19d6-4db7-9c95-5b6bf4491428,sim,mulher,chamane,,sim,"tarrafa,rec",,"tarrafa,rec",sim,,"meninas,homens_adultos",2,"60_matewo,56_mavandzi,2_mavionho,5_dzipata,4_dzipata",,5,"60_matewo,56_mavandzi,2_mavionho,5_dzipata,4_dzipata","56_mavandzi,60_matewo,2_mavionho,4_dzipata,5_dzipata",10/6/2022 1:03:06 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44059231,-23.87559198,yes,no
319,320,10ebe0a9-4739-4472-84f9-ea8d66e3f77b,sim,homen,chamane,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,mulheres_adultos,1,"60_matewo,56_mavandzi,53_masaba",,3,"60_matewo,56_mavandzi,53_masaba","53_masaba,56_mavandzi,60_matewo",10/6/2022 1:03:07 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.43914093,-23.8758417,yes,no
320,321,d5cdbf4d-cb29-4df1-8b0a-3ad38db1b69c,sim,mulher,chamane,,sim,rede_emalhar,,rede_emalhar,sim,,"homens_adultos,meninos",2,"1_mihili,2_mavionho,6_sigulula,4_dzipata,5_dzipata,28_nharongue,16_tsogola,50_dzindrolo,54_honho,55_gudua,30_kuku",,11,"1_mihili,2_mavionho,6_sigulula,4_dzipata,5_dzipata,28_nharongue,16_tsogola,50_dzindrolo,54_honho,55_gudua,30_kuku","1_mihili,2_mavionho,28_nharongue,16_tsogola,54_honho,55_gudua,30_kuku,6_sigulula,4_dzipata,5_dzipata,50_dzindrolo",10/6/2022 1:03:08 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44095959,-23.87244229,no,yes
321,322,0a47fe23-f3c8-4aae-b2c7-4804086c8dde,sim,mulher,chamane,,sim,"rec,tarrafa",,"tarrafa,rec",nao,,,0,"50_dzindrolo,56_mavandzi,63_nhamunhe,73_nhatogue,76_marengue,74_makolo",,6,"50_dzindrolo,56_mavandzi,63_nhamunhe,73_nhatogue,76_marengue,74_makolo","56_mavandzi,63_nhamunhe,50_dzindrolo,74_makolo,73_nhatogue,76_marengue",10/6/2022 1:03:09 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44095871,-23.87244955,yes,no
322,323,33b9e575-ebc3-4b97-a6ef-8c2520361b5e,sim,homen,chamane,,sim,rec,,rec,nao,,,0,"50_dzindrolo,74_makolo,72_nhamuele,77_tsanga,75_nvuma,78_togoma",,6,"50_dzindrolo,74_makolo,72_nhamuele,77_tsanga,75_nvuma,78_togoma","50_dzindrolo,72_nhamuele,77_tsanga,78_togoma,75_nvuma,74_makolo",10/6/2022 1:03:11 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44034691,-23.86996916,yes,no
323,324,baef0a50-c737-41e2-ae28-44851e01cecd,sim,mulher,chamane,,sim,"tarrafa,rec",,"tarrafa,rec",sim,,homens_adultos,1,"50_dzindrolo,56_mavandzi,3_salani,1_mihili,4_dzipata,5_dzipata,2_mavionho",,7,"50_dzindrolo,56_mavandzi,3_salani,1_mihili,4_dzipata,5_dzipata,2_mavionho","3_salani,56_mavandzi,1_mihili,2_mavionho,50_dzindrolo,4_dzipata,5_dzipata",10/6/2022 1:03:12 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.44017506,-23.8709118,yes,no
324,325,0d94edf2-6d20-4817-b7a4-2174521ab374,sim,homen,chamane,,sim,"rede_emalhar,tarrafa",,"rede_emalhar,tarrafa",nao,,,0,"56_mavandzi,3_salani,2_mavionho,4_dzipata,12_xereua,28_nharongue,8_tendre,1_mihili",,8,"56_mavandzi,3_salani,2_mavionho,4_dzipata,12_xereua,28_nharongue,8_tendre,1_mihili","3_salani,2_mavionho,56_mavandzi,1_mihili,28_nharongue,12_xereua,8_tendre,4_dzipata",10/6/2022 1:03:14 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.43736236,-23.8713946,no,yes
325,326,98ac6f96-0879-44fb-a805-5e8a8ba72d39,sim,mulher,chamane,,sim,tarrafa,,tarrafa,sim,,homens_adultos,1,"56_mavandzi,50_dzindrolo,3_salani,4_dzipata,17_sololo",,5,"56_mavandzi,50_dzindrolo,3_salani,4_dzipata,17_sololo","56_mavandzi,3_salani,50_dzindrolo,4_dzipata,17_sololo",10/6/2022 1:03:15 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.43768202,-23.87016028,no,yes
326,327,44ac67d9-ec1b-4851-ad93-093dbdc5832c,sim,homen,muele_3,,sim,"rec,tarrafa",,"tarrafa,rec",nao,,,0,"72_nhamuele,78_togoma,56_mavandzi",,3,"72_nhamuele,78_togoma,56_mavandzi","56_mavandzi,78_togoma,72_nhamuele",10/6/2022 1:03:17 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.43523398,-23.86703651,yes,no
327,328,051d21f0-4dc8-41d0-8c96-eeafced6a638,sim,mulher,chamane,,sim,"rec,tarrafa",,"tarrafa,rec",sim,,meninas,1,"50_dzindrolo,51_gingave,56_mavandzi,74_makolo",,4,"50_dzindrolo,51_gingave,56_mavandzi,74_makolo","56_mavandzi,50_dzindrolo,74_makolo,51_gingave",10/6/2022 1:03:19 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.43567242,-23.866601,yes,no
328,329,7bfd3b42-8f8e-4d12-9d34-624108f4c8e2,sim,mulher,muele_3,,sim,rec,,rec,nao,,,0,"60_matewo,61_mapalo_mavalo",,2,"60_matewo,61_mapalo_mavalo",,10/6/2022 1:03:20 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.43795287,-23.86769405,yes,no
329,330,ecf70968-1d81-441a-8f45-0886978feccb,sim,mulher,muele_3,,sim,rec,,rec,nao,,,0,"60_matewo,61_mapalo_mavalo",,2,"60_matewo,61_mapalo_mavalo","60_matewo,61_mapalo_mavalo",10/6/2022 1:03:21 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.43792426,-23.86770999,yes,no
330,331,ad06c869-a927-493c-91c8-de0890413f1d,sim,mulher,chamane,,sim,rec,,rec,nao,,,0,"51_gingave,76_marengue,50_dzindrolo,74_makolo",,4,"51_gingave,76_marengue,50_dzindrolo,74_makolo","74_makolo,50_dzindrolo,76_marengue,51_gingave",10/6/2022 1:03:23 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.4378211,-23.86780679,yes,no
331,332,f530cfb1-cd12-40e0-b107-1b45fd305c66,sim,homen,chamane,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"2_mavionho,3_salani,1_mihili,50_dzindrolo",,4,"2_mavionho,3_salani,1_mihili,50_dzindrolo","3_salani,2_mavionho,1_mihili,50_dzindrolo",10/6/2022 1:03:24 PM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,chamane,35.4477006415162,-23.8761597647452,no,yes
332,333,9127d26a-6f77-44a4-a814-dff0f6d456ac,sim,homen,marengue,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"50_dzindrolo,56_mavandzi,1_mihili,2_mavionho,8_tendre,10_tsava,3_salani,4_dzipata,5_dzipata,28_nharongue",,10,"50_dzindrolo,56_mavandzi,1_mihili,2_mavionho,8_tendre,10_tsava,3_salani,4_dzipata,5_dzipata,28_nharongue","56_mavandzi,2_mavionho,28_nharongue,10_tsava,50_dzindrolo,1_mihili,4_dzipata,5_dzipata,3_salani,8_tendre",10/8/2022 5:38:12 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35460505,-23.66565799,no,yes
333,334,92d232d3-85ca-4fb8-bab5-788b088ade18,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"56_mavandzi,54_honho,55_gudua,10_tsava,14_tsakanhani,1_mihili,21_mbabe,50_dzindrolo,19_mifiti",,9,"56_mavandzi,54_honho,55_gudua,10_tsava,14_tsakanhani,1_mihili,21_mbabe,50_dzindrolo,19_mifiti","56_mavandzi,54_honho,55_gudua,10_tsava,1_mihili,21_mbabe,14_tsakanhani,19_mifiti,50_dzindrolo",10/8/2022 5:38:14 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35460827,-23.66566072,no,yes
334,335,0d5d675f-a147-4a9f-9e44-c82873027b1e,sim,homen,cocane,,sim,"rede_cerco,rede_emalhar",,"rede_cerco,rede_emalhar",nao,,,0,"56_mavandzi,20_gitongwe,49_lidume,28_nharongue",lidume ,4,"56_mavandzi,20_gitongwe,49_lidume,28_nharongue","56_mavandzi,20_gitongwe,49_lidume,28_nharongue",10/8/2022 5:38:15 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,peixe vermelha ,morrumbene,35.35462846,-23.66566244,no,yes
335,336,9b5a51a7-47ec-423c-9fd6-0c3a7aced9ea,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,sim,,meninos,1,"56_mavandzi,4_dzipata,5_dzipata,13_magumba,7_carapo_tara,14_tsakanhani,3_salani,2_mavionho,50_dzindrolo,10_tsava",,10,"56_mavandzi,4_dzipata,5_dzipata,13_magumba,7_carapo_tara,14_tsakanhani,3_salani,2_mavionho,50_dzindrolo,10_tsava","56_mavandzi,7_carapo_tara,14_tsakanhani,10_tsava,2_mavionho,3_salani,50_dzindrolo,13_magumba,4_dzipata,5_dzipata",10/8/2022 5:38:17 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35461105,-23.66566169,no,yes
336,337,cdc6eacb-7958-4247-8b58-11abaaf4875b,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"10_tsava,54_honho,55_gudua,14_tsakanhani,19_mifiti,1_mihili,50_dzindrolo,56_mavandzi",,8,"10_tsava,54_honho,55_gudua,14_tsakanhani,19_mifiti,1_mihili,50_dzindrolo,56_mavandzi","55_gudua,54_honho,56_mavandzi,10_tsava,1_mihili,19_mifiti,14_tsakanhani,50_dzindrolo",10/8/2022 5:38:21 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.354608,-23.66564498,no,yes
337,338,5030a6d0-69ad-4fc5-a333-0f838c634fb5,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"50_dzindrolo,7_carapo_tara,5_dzipata,10_tsava,15_nhakomani,2_mavionho,54_honho,55_gudua",,8,"50_dzindrolo,7_carapo_tara,5_dzipata,10_tsava,15_nhakomani,2_mavionho,54_honho,55_gudua","54_honho,55_gudua,50_dzindrolo,7_carapo_tara,10_tsava,2_mavionho,15_nhakomani,5_dzipata",10/8/2022 5:38:22 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35460475,-23.66564677,no,yes
338,339,db27a138-a84c-4a8c-8c4e-4b5968fe8d73,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"7_carapo_tara,10_tsava,21_mbabe,32_xereua,9_tsongua,8_tendre,50_dzindrolo,53_masaba,30_kuku",,9,"7_carapo_tara,10_tsava,21_mbabe,32_xereua,9_tsongua,8_tendre,50_dzindrolo,53_masaba,30_kuku","7_carapo_tara,53_masaba,32_xereua,30_kuku,9_tsongua,21_mbabe,50_dzindrolo,8_tendre,10_tsava",10/8/2022 5:38:24 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.3546046,-23.66566397,no,yes
339,340,5335b122-c500-4f36-bafc-c67455db15c9,sim,homen,cocane,,sim,linha,,linha,nao,,,0,"20_gitongwe,26_kolokolo,1_mihili,3_salani,9_tsongua,32_xereua,49_lidume",peixe vermelha,7,"20_gitongwe,26_kolokolo,1_mihili,3_salani,9_tsongua,32_xereua,49_lidume","20_gitongwe,49_lidume,1_mihili,26_kolokolo,3_salani,9_tsongua,32_xereua",10/8/2022 5:38:25 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35462247,-23.66565939,no,yes
340,341,3ecfa411-4409-4dde-971f-17aa3b8e92b8,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"1_mihili,24_nhabugue,9_tsongua,21_mbabe,19_mifiti,32_xereua,4_dzipata,8_tendre,10_tsava",,9,"1_mihili,24_nhabugue,9_tsongua,21_mbabe,19_mifiti,32_xereua,4_dzipata,8_tendre,10_tsava","19_mifiti,8_tendre,21_mbabe,1_mihili,32_xereua,9_tsongua,10_tsava,24_nhabugue,4_dzipata",10/8/2022 5:38:26 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35460512,-23.66566109,no,yes
341,342,f1cc638a-3556-4b93-89fa-69cb5220ef77,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"54_honho,55_gudua,56_mavandzi,10_tsava,21_mbabe,3_salani,9_tsongua,4_dzipata,19_mifiti",,9,"54_honho,55_gudua,56_mavandzi,10_tsava,21_mbabe,3_salani,9_tsongua,4_dzipata,19_mifiti","54_honho,55_gudua,10_tsava,21_mbabe,56_mavandzi,9_tsongua,3_salani,4_dzipata,19_mifiti",10/8/2022 5:38:27 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35460213,-23.6656508,no,yes
342,343,80070cf7-c17e-478d-8307-9a8efa386984,sim,homen,cocane,,sim,"rede_cerco,rede_emalhar,rec",,"rede_cerco,rede_emalhar,rec",sim,,homens_adultos,1,"20_gitongwe,49_lidume,26_kolokolo,45_liquiziwizi,22_gidzuani,8_tendre,28_nharongue,52_gihologo","lidume (outra), luquiziwizi ",8,"20_gitongwe,49_lidume,45_liquiziwizi,26_kolokolo,22_gidzuani,8_tendre,28_nharongue,52_gihologo","20_gitongwe,49_lidume,45_liquiziwizi,26_kolokolo,28_nharongue,8_tendre,22_gidzuani,52_gihologo",10/8/2022 5:38:28 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,lidume peixe vermelha ,morrumbene,35.35461389,-23.66564561,no,yes
343,344,b88a27c8-c6f5-4fbe-9ae0-10d6786097f8,sim,homen,cocane,,sim,"gamboa,linha",,"gamboa,linha",nao,,,0,"10_tsava,50_dzindrolo,56_mavandzi,1_mihili",,4,"10_tsava,50_dzindrolo,56_mavandzi,1_mihili","10_tsava,56_mavandzi,1_mihili,50_dzindrolo",10/8/2022 5:38:30 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35422777,-23.66352948,no,yes
344,345,5b46738c-d0eb-40b9-9251-bec6078734cf,sim,homen,cocane,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"28_nharongue,1_mihili,4_dzipata,5_dzipata,8_tendre,50_dzindrolo,56_mavandzi",,7,"28_nharongue,1_mihili,4_dzipata,5_dzipata,8_tendre,50_dzindrolo,56_mavandzi","56_mavandzi,28_nharongue,1_mihili,8_tendre,50_dzindrolo,4_dzipata,5_dzipata",10/8/2022 5:38:31 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35422232,-23.66332808,no,yes
345,346,73094dd1-0734-4f3c-a37d-7117303f71ab,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"56_mavandzi,50_dzindrolo,54_honho,55_gudua,53_masaba,10_tsava,9_tsongua,21_mbabe,13_magumba,24_nhabugue",,10,"56_mavandzi,50_dzindrolo,54_honho,55_gudua,53_masaba,10_tsava,9_tsongua,21_mbabe,13_magumba,24_nhabugue","54_honho,55_gudua,10_tsava,50_dzindrolo,53_masaba,56_mavandzi,21_mbabe,24_nhabugue,9_tsongua,13_magumba",10/8/2022 5:38:32 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35412531,-23.66405656,no,yes
346,347,ac3d1083-4cde-4470-a098-821b3b5a3eb8,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"50_dzindrolo,53_masaba,56_mavandzi,7_carapo_tara,10_tsava,9_tsongua,1_mihili,54_honho,12_xereua",,9,"50_dzindrolo,53_masaba,56_mavandzi,7_carapo_tara,10_tsava,9_tsongua,1_mihili,54_honho,12_xereua","53_masaba,54_honho,50_dzindrolo,10_tsava,7_carapo_tara,1_mihili,56_mavandzi,12_xereua,9_tsongua",10/8/2022 5:38:33 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35410834,-23.66409243,no,yes
347,348,1cbe7bfc-53c0-44a5-b425-c4b537e72378,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,nao,,,0,"54_honho,53_masaba,1_mihili,10_tsava,7_carapo_tara,56_mavandzi,4_dzipata",,7,"54_honho,53_masaba,1_mihili,10_tsava,7_carapo_tara,56_mavandzi,4_dzipata",,10/8/2022 5:38:34 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35446027,-23.66494145,no,yes
348,349,191ef0c7-a831-4025-89e7-bb876288f331,sim,homen,cocane,,sim,giola,,giola,nao,,,0,52_gihologo,,1,52_gihologo,52_gihologo,10/8/2022 5:38:36 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35447201,-23.66494023,no,yes
349,350,bcbca107-0850-4ee0-9b41-3b0155c0309b,sim,homen,cocane,,sim,giola,,giola,nao,,,0,52_gihologo,,1,52_gihologo,52_gihologo,10/8/2022 5:38:37 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35446227,-23.66494072,no,yes
350,351,1449a55f-fbf7-49b8-ac38-2c2d67f275df,sim,homen,cocane,,sim,rede_arrasto,,rede_arrasto,sim,,homens_adultos,1,"2_mavionho,54_honho,56_mavandzi,53_masaba,50_dzindrolo,24_nhabugue,10_tsava,14_tsakanhani,5_dzipata",,9,"2_mavionho,54_honho,56_mavandzi,53_masaba,50_dzindrolo,24_nhabugue,10_tsava,14_tsakanhani,5_dzipata","54_honho,56_mavandzi,14_tsakanhani,53_masaba,10_tsava,24_nhabugue,50_dzindrolo,5_dzipata,2_mavionho",10/8/2022 5:38:38 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.35447026,-23.66493286,no,yes
351,352,e848a458-7667-4797-8e22-06f210ba66fe,sim,homen,cocane,,sim,rede_emalhar,,rede_emalhar,sim,,"homens_adultos,mulheres_adultos",2,"10_tsava,1_mihili,7_carapo_tara,2_mavionho,56_mavandzi,19_mifiti,13_magumba,6_sigulula,28_nharongue",,9,"10_tsava,1_mihili,7_carapo_tara,2_mavionho,56_mavandzi,19_mifiti,13_magumba,6_sigulula,28_nharongue","56_mavandzi,10_tsava,1_mihili,7_carapo_tara,19_mifiti,28_nharongue,2_mavionho,6_sigulula,13_magumba",10/8/2022 5:38:39 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,morrumbene,35.3544467,-23.66493678,no,yes
352,353,84a13dd7-a59a-4bb3-ad97-186e941f2ff6,sim,mulher,guitambatune,,sim,rec,,rec,nao,,,0,50_dzindrolo,,1,50_dzindrolo,50_dzindrolo,10/11/2022 6:04:13 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,35.3798996,-23.93416008,yes,no
353,354,91686031-86aa-4682-8c25-47e7a1ca8829,sim,homen,madava,,sim,rec,,rec,nao,,,0,58_mitifa,,1,58_mitifa,58_mitifa,10/11/2022 6:04:15 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,madava,35.37990193,-23.93416256,yes,no
354,355,0d747ad0-80da-47f4-aa5b-f14180483d5b,sim,homen,malembuane,,sim,"outra,linha",givutivuti,"outra,linha",sim,,"homens_adultos,mulheres_adultos",2,"53_masaba,55_gudua,54_honho,50_dzindrolo,20_gitongwe,21_mbabe,32_xereua",,7,"53_masaba,55_gudua,54_honho,50_dzindrolo,20_gitongwe,21_mbabe,32_xereua","53_masaba,32_xereua,20_gitongwe,21_mbabe,54_honho,55_gudua,50_dzindrolo",10/11/2022 6:04:16 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,35.37990114,-23.93415706,no,yes
355,356,cc455124-b202-4cec-9703-19cb8635c2c1,sim,homen,malembuane,,sim,"outra,linha",,"linha,outra",sim,,"meninos,homens_adultos",2,"55_gudua,53_masaba,54_honho,21_mbabe,50_dzindrolo,32_xereua",,6,"55_gudua,53_masaba,54_honho,21_mbabe,50_dzindrolo,32_xereua","21_mbabe,50_dzindrolo,53_masaba,55_gudua,54_honho,32_xereua",10/11/2022 6:04:18 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,0.0,0.0,no,yes
356,357,9a57e621-9866-4103-b7c4-0504e1d7bb10,sim,homen,guitambatune,,sim,rede_emalhar,,rede_emalhar,sim,,"homens_adultos,mulheres_adultos",2,"28_nharongue,3_salani,6_sigulula,1_mihili,2_mavionho,50_dzindrolo,52_gihologo,53_masaba",,8,"28_nharongue,3_salani,6_sigulula,1_mihili,2_mavionho,50_dzindrolo,52_gihologo,53_masaba","28_nharongue,6_sigulula,2_mavionho,3_salani,1_mihili,50_dzindrolo,53_masaba,52_gihologo",10/11/2022 6:04:19 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,nhampossa,35.37990411,-23.93417073,no,yes
357,358,91e4783c-d918-4774-94ba-bc66df88f59f,sim,homen,outra,Maunza,sim,rec,,rec,nao,,,0,"50_dzindrolo,52_gihologo,53_masaba,54_honho,26_kolokolo,1_mihili,7_carapo_tara",,7,"50_dzindrolo,52_gihologo,53_masaba,54_honho,26_kolokolo,1_mihili,7_carapo_tara","7_carapo_tara,1_mihili,53_masaba,54_honho,26_kolokolo,52_gihologo,50_dzindrolo",10/11/2022 6:04:20 AM,rthoms_wri,10/17/2022 7:24:30 AM,rthoms_wri,jangamo,,35.37598438,-23.93529268,yes,no
358,359,11666997-a8c1-4699-a5f7-3f76d013417f,sim,homen,nhambanda,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"1_mihili,6_sigulula,2_mavionho,7_carapo_tara,10_tsava",,5,"1_mihili,6_sigulula,2_mavionho,7_carapo_tara,10_tsava","1_mihili,7_carapo_tara,2_mavionho,6_sigulula,10_tsava",10/11/2022 6:59:45 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.36176391,-23.7493122,no,yes
359,360,77fb1a5d-fe74-4a2d-9ce5-80ee316307c1,sim,homen,njuga,,sim,linha,,linha,sim,,mulheres_adultos,1,"1_mihili,6_sigulula,5_dzipata,63_nhamunhe,50_dzindrolo",,5,"1_mihili,6_sigulula,5_dzipata,63_nhamunhe,50_dzindrolo","1_mihili,6_sigulula,63_nhamunhe,5_dzipata,50_dzindrolo",10/11/2022 6:59:47 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,0.0,0.0,no,yes
360,361,afe375cb-d310-4fd4-b903-1a689dc676da,sim,homen,nhambanda,,sim,linha,,linha,nao,,,0,"1_mihili,2_mavionho,5_dzipata",,3,"1_mihili,2_mavionho,5_dzipata","1_mihili,2_mavionho,5_dzipata",10/11/2022 6:59:48 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38127055,-23.75033814,no,yes
361,362,6b1c0114-8c3f-4530-84b1-dbe1e47d945f,sim,homen,nhambanda,,sim,linha,,linha,nao,,,0,"1_mihili,2_mavionho,5_dzipata,6_sigulula",,4,"1_mihili,2_mavionho,5_dzipata,6_sigulula","1_mihili,6_sigulula,2_mavionho,5_dzipata",10/11/2022 10:00:43 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,0.0,0.0,no,yes
362,363,07fbcfa5-2c9a-42d4-af50-bb9e1af8ae0a,sim,homen,nhambanda,,sim,rede_emalhar,,rede_emalhar,nao,,,0,"6_sigulula,7_carapo_tara,10_tsava,9_tsongua",,4,"6_sigulula,7_carapo_tara,10_tsava,9_tsongua","9_tsongua,10_tsava,6_sigulula,7_carapo_tara",10/11/2022 10:00:45 AM,rthoms_wri,10/16/2022 10:52:56 AM,rthoms_wri,,njuga,35.38120406,-23.75059486,no,yes
